YDR118W	57/QMQ0	0.256022	-0.315661	0.016837	-0.259893	0.015687	0.305975	-0.321824	0.027693	0.073482	0.226587	-0.312401	0.115374	-0.289415	-0.088009	0.373243	-0.339653	0.038456	-0.245598	0.159068
YDR177W	64/SPO0	0.349322	-0.289018	0.266970	-0.302884	0.067479	0.502435	-0.262831	0.141652	0.079811	0.496365	-0.286330	0.136116	-0.275389	0.181771	0.275198	-0.244959	0.014140	-0.311480	0.201997
YDR191W	22/CAN4	0.583864	-0.378462	-0.107034	-0.153614	0.110647	0.359275	-0.384127	-0.014069	0.129576	0.827462	-0.380986	-0.062713	-0.149211	0.198411	0.449873	-0.384929	-0.073783	-0.140541	0.196920
YDR218C	45/MLL0	0.316646	-0.221091	-0.132514	-0.366389	-0.062634	0.326884	-0.236568	-0.112474	0.014684	0.387057	-0.205942	-0.165122	-0.361872	0.004936	0.519224	-0.287874	-0.184972	-0.361538	0.031592
YDR253C	24/JPR8	0.246119	-0.304177	0.531074	-0.337462	0.565125	0.371122	-0.320184	0.508786	0.456944	0.030503	-0.295003	0.670423	-0.327184	0.564204	0.334128	-0.308781	0.518383	-0.310533	0.603221
YDR263C	87/LYW1	0.392261	-0.313450	0.438284	-0.233859	0.599312	0.243550	-0.315249	0.701732	0.804255	0.213692	-0.321718	0.629858	-0.250916	0.601454	0.329594	-0.318146	0.981170	-0.247381	0.776804
YDR285W	46/JLJ6	0.112363	-0.396109	0.568109	-0.045251	0.490730	0.180801	-0.395864	0.418291	0.690379	0.181100	-0.396263	0.779584	-0.133823	0.726698	0.011641	-0.396350	0.623858	-0.088212	0.513289
YDR403W	17/MVH8	0.134954	-0.214937	0.295739	-0.125437	0.563880	0.093610	-0.218442	0.299010	0.338747	0.027204	-0.241793	0.134352	-0.120978	0.373109	0.109624	-0.162251	0.412686	-0.128407	0.168591
YDR446W	82/PXG7	0.460292	-0.365888	0.509256	-0.144666	0.193082	0.307215	-0.356322	0.476723	0.256074	0.627503	-0.370526	0.687649	-0.063440	0.222019	0.263285	-0.369942	0.399096	0.002265	0.085656
YDR522C	44/SPT3	0.252242	-0.212438	0.510174	-0.214853	0.072550	0.200202	-0.232689	0.316926	0.077688	0.327926	-0.182965	0.566605	-0.195502	0.195599	0.354082	-0.235526	0.274660	-0.212093	0.047318
YDR523C	75/TUN2	0.343740	-0.203196	0.558522	-0.327813	0.484878	0.380296	-0.249059	0.353877	0.358231	0.398977	-0.160603	0.472866	-0.349534	0.290431	0.380686	-0.233013	0.298632	-0.356931	0.136981
YFL003C	15/IVD5	0.507666	-0.225893	0.390764	-0.375237	0.410846	0.266817	-0.217581	0.145419	0.303741	0.741675	-0.219757	0.574267	-0.381775	0.375073	0.344061	-0.216233	0.129350	-0.385030	0.218605
YFL011W	78/PTY7	0.327789	-0.212126	0.446078	-0.236729	0.423030	0.510189	-0.165389	0.283427	0.406105	0.226889	-0.162834	0.599131	-0.258596	0.669069	0.777946	-0.134412	0.400182	-0.225522	0.512529
YFL017C	47/UNN7	0.398029	-0.109933	0.164441	0.074052	0.229828	0.434798	-0.093463	0.157694	0.285899	0.185450	-0.183241	0.311665	-0.082928	0.348538	0.662219	-0.109977	0.302150	-0.123374	0.263158
YFR023W	04/HFK1	0.595866	-0.316502	0.358657	0.032209	0.466448	0.628406	-0.343571	0.276655	0.359603	0.830852	-0.298044	0.287983	0.026005	0.373111	0.760847	-0.350400	0.373242	0.186856	0.462078
YFR028C	73/XSE3	0.539742	-0.290523	0.104240	-0.104777	0.424652	0.626645	-0.258973	0.163954	0.483383	0.479038	-0.318640	-0.023492	-0.130197	0.386286	0.512546	-0.231974	0.064091	-0.214599	0.402866
YGL009C	55/YVW3	0.418772	-0.068443	0.151273	-0.031646	0.087380	0.164798	-0.106309	0.031810	0.132624	0.208503	-0.002129	0.224462	-0.093828	0.236565	0.252313	-0.176142	0.016487	-0.027886	0.103440
YGL033W	61/VUY1	0.499472	-0.163768	0.215224	-0.191009	0.239346	0.277716	-0.127413	0.409086	0.395415	0.612096	-0.158505	0.081403	-0.260183	0.191700	0.293446	-0.154282	0.595424	-0.164500	0.406707
YGL116W	75/JGL3	0.351016	-0.108127	0.328879	0.114578	0.252915	0.311401	-0.133530	0.513685	0.244741	0.359765	-0.149902	0.126367	0.228459	0.343288	0.261638	-0.111135	0.463379	-0.027685	0.159845
YGR059W	15/JPG5	0.540587	-0.113644	0.588805	-0.034041	0.092209	0.482074	-0.041828	0.283279	0.239636	0.267870	-0.050356	0.542946	-0.073600	-0.070228	0.439393	-0.094835	0.482734	-0.111405	0.195632
YGR088W	68/EEQ2	0.239718	0.122224	0.212969	-0.127439	0.227866	0.258534	-0.015217	0.349593	0.070238	0.164934	0.012137	0.120981	-0.188157	0.110641	0.194411	-0.090217	0.214635	-0.167160	0.146788
YGR108W	17/JUH4	0.407657	-0.250395	0.081688	-0.262425	0.311912	0.198616	-0.232643	0.159336	0.528997	0.410438	-0.283884	0.084085	-0.248625	0.296527	0.139671	-0.287653	0.240186	-0.267568	0.809273
YGR109C	47/JSX8	-0.090312	0.030253	0.348295	-0.216442	0.523288	-0.028131	0.059312	0.349832	0.451082	-0.042397	-0.001771	0.523290	-0.223111	0.309063	0.058208	0.025667	0.559037	-0.252720	0.668007
YGR185C	40/PSC1	0.049866	-0.036022	0.546564	-0.306807	0.515033	0.191723	-0.123506	0.380693	0.679871	0.057912	-0.018346	0.568531	-0.322805	0.606176	0.315076	-0.153490	0.562703	-0.334534	0.843125
YGR202C	71/BFP7	0.152831	0.097642	0.402196	-0.091116	0.332252	0.038352	0.003372	0.447610	0.453557	0.156561	0.201914	0.484889	-0.174378	0.402363	0.065686	0.056621	0.646785	-0.128490	0.712016
YGR225W	45/FVI0	0.210032	0.293834	0.407741	-0.306760	0.498673	0.269933	0.077795	0.542073	0.716247	0.082740	0.333872	0.644838	-0.283993	0.649063	0.283068	0.135231	0.223806	-0.292831	0.546769
YHL028W	83/WRW4	-0.135169	0.261555	0.286733	-0.399291	0.582441	-0.117092	0.121021	0.179665	0.742777	-0.072722	0.038520	0.306221	-0.399306	0.487856	-0.053909	0.221756	0.305301	-0.399242	0.642958
YHR015W	81/MIG1	0.035911	-0.204732	-0.259318	-0.093004	0.137939	0.083234	-0.201058	-0.294190	0.252451	0.122380	-0.190037	-0.288584	-0.054835	0.199410	0.067035	-0.234303	-0.284125	-8.101072	0.357804
YHR124W	25/EBO0	0.290043	-0.169882	-0.318376	-0.173000	0.490075	0.096836	-0.214677	-0.338956	0.336214	0.334111	-0.114214	-0.301285	-0.224404	0.350303	0.073323	-0.258759	-0.324542	-0.169461	0.298678
YHR139C	57/FSQ3	0.466744	-0.378320	-0.333973	-0.335162	0.470156	0.607976	-0.383683	-0.322982	0.713907	0.581351	-0.377933	-0.316761	-0.327513	0.318202	0.310770	-0.384207	-0.306214	-0.340458	1.003145
YHR184W	01/LGO1	0.577453	-0.340240	-0.146894	-0.046580	0.508046	0.279186	-0.341089	-0.210809	0.716382	0.501827	-0.329680	-0.090741	0.049019	0.769716	0.177257	-0.336841	-0.205225	-0.027798	0.405879
YHR185C	73/OOB0	0.236840	-0.229506	-0.304767	0.191836	0.427980	0.308925	-0.205007	-0.279407	0.610878	0.068726	-0.271968	-0.323356	0.296278	0.279531	0.359696	-0.219968	-0.313447	0.023380	0.389913
YHR208W	13/KEW4	0.359365	0.185982	-0.278670	-0.003042	0.551019	0.391688	0.088888	-0.257966	0.625666	0.277193	0.204290	-0.265950	0.042464	0.567026	0.176181	0.043005	-0.274880	0.097886	0.336544
YIL045W	25/TAI2	0.301978	0.211417	-0.282109	0.027186	0.460731	0.440093	0.121574	-0.280099	0.619085	0.156481	0.003837	-0.259467	0.140898	0.464964	0.689635	0.155850	-0.257292	-0.088290	0.388628
YIL072W	11/JFO4	0.401742	-0.060890	-0.161654	-0.060684	0.460680	0.151448	0.046215	-0.203048	0.313182	0.188523	-0.050730	-0.185917	0.022319	0.523245	0.109438	0.123967	-0.242707	-0.092237	0.119128
YIL099W	53/HMQ8	0.240846	-0.007318	-0.368525	-0.002776	0.284663	0.342785	-0.009841	-0.363192	0.180822	0.395680	-0.043278	-0.372299	-0.055549	0.344684	0.460733	-0.009069	-0.370859	-0.078980	0.244861
YIL139C	33/POI7	0.558866	0.077269	-0.282786	-0.243304	0.560363	0.535024	0.065612	-0.320485	0.251605	0.671352	0.215031	-0.260229	-0.255021	0.343512	0.355977	0.045979	-0.300749	-0.188095	0.078309
YIL159W	32/RYW0	0.296945	0.195433	-0.190131	-0.244808	0.232931	0.253573	0.204582	-0.249298	0.261999	0.144155	0.161291	-0.177267	-0.212429	0.059655	0.272202	0.163552	-0.297310	-0.193189	0.338991
YIR013C	42/PLK6	0.070630	0.085552	-0.197272	-0.156632	0.395823	0.179530	0.095355	-0.158539	0.486253	-0.087500	0.083503	-0.190336	-0.227492	0.582499	0.246610	-0.031945	-0.222991	-0.203998	0.608489
YJL106W	33/XXK3	0.092477	-0.113637	-0.224613	-0.189662	0.516536	0.149463	-0.028431	-0.209011	0.650579	-0.070651	-0.172502	-0.220676	-0.255871	0.646024	0.086764	-0.002545	-0.152664	-0.178757	0.548951
YJR036C	00/OAX6	-0.027662	-0.053150	-0.369519	-0.325969	0.355884	0.083983	-0.032523	-0.363240	0.585085	-0.004892	-0.157837	-0.373588	-0.347287	0.257468	0.136916	-0.076256	-0.359124	-0.316190	0.819275
YJR099W	38/JQI7	0.106265	0.211903	-0.159723	-0.236012	0.314285	0.082429	0.254811	-0.232087	0.524272	0.219216	0.343152	-0.166652	-0.208027	0.260482	-0.043990	0.082052	-0.216455	-0.203320	0.815478
YKL022C	73/DSX8	0.033051	0.044907	-0.099279	-0.259587	0.386710	-0.099830	-0.081305	-0.142620	0.334795	-0.041479	0.129517	-0.083290	-0.268207	0.166924	-0.054120	-0.143266	-0.066688	-0.241961	0.289715
YKL104C	58/VDS8	0.429959	0.410325	-0.089820	-0.109295	0.329922	0.659868	0.568429	-0.075048	0.534421	0.438860	0.513127	-0.152522	-0.197268	0.311223	0.496062	0.373684	-0.029377	-0.062590	0.819012
YKL189W	01/VYH7	0.527783	0.377400	-0.010166	-0.039456	0.575614	0.223549	0.530682	-0.139424	0.703736	0.534993	0.163270	-0.068279	-0.045077	0.613196	0.247086	0.595631	-0.122470	-0.118667	1.044318
YLR195C	46/GMW8	0.125616	0.320381	-0.106308	-0.054400	0.360693	0.219197	0.281978	-0.160360	0.469098	0.068316	0.446016	-0.044100	-0.111284	0.507848	0.251642	0.219336	-0.228323	-0.066195	0.528710
YLR209C	18/XRN4	0.454761	0.200302	0.097381	-0.104868	0.574752	0.367379	0.354763	-0.021169	0.827137	0.492436	0.374899	0.131617	-0.162362	0.664332	0.581466	0.221767	0.011512	-0.049961	0.742314
YLR210W	82/GVT6	0.336931	0.419822	0.557824	-0.105902	0.550054	0.522933	0.398518	0.265214	0.724070	0.480035	0.608741	0.513792	-0.191839	0.834553	0.745552	0.410235	0.152967	-0.194160	0.924422
YLR213C	22/YUB3	0.128230	0.227428	0.017334	-0.186381	0.444581	0.270684	0.021179	-0.068218	0.650137	0.187315	0.048129	0.140020	-0.206403	0.640069	0.129095	0.139573	-0.068721	-0.249616	0.796962
YLR220W	32/REB5	0.119505	0.160357	0.117235	-0.042385	0.408916	0.213009	0.260839	0.186267	0.333661	-0.054338	0.071510	0.224321	-0.069230	0.584498	0.258506	0.166693	0.140246	-0.049300	0.396795
YLR013W	08/SFT1	-0.131078	-0.276892	0.042339	-0.048402	0.498128	-0.132278	-0.242919	-0.055030	0.781156	-0.204754	-0.245180	-0.020555	0.014576	0.390754	-0.185451	-0.261967	-0.049768	0.028417	0.527292
YLR263W	08/CMS0	0.505133	0.407959	-0.091928	-0.267270	0.113884	0.761726	0.542774	-0.176970	0.082730	0.455440	0.204737	-0.008869	-0.271998	0.250566	0.791505	0.299935	-0.160855	-0.231650	0.028065
YLR307W	41/JED0	0.518384	0.533517	-0.238521	-0.027613	0.364327	0.751377	0.507335	-0.249631	0.195578	0.557943	0.220225	-0.221530	-0.005241	0.132054	0.558376	0.224504	-0.229908	0.138539	0.115878
YLR308W	14/RXW0	0.424496	0.421747	-0.324215	-0.220911	0.055464	0.675041	0.446468	-0.336224	0.180749	0.406078	0.563031	-0.321762	-0.276439	0.134164	0.362319	0.380698	-0.348440	-0.114815	0.011065
YLR314C	01/FRS4	0.586569	0.062979	0.038284	0.159936	0.171042	0.876659	0.166032	0.071871	0.212979	0.835469	0.084794	0.071097	0.148704	0.330255	0.968400	0.274996	0.186809	0.101994	0.093215
YML034W	00/VKB6	0.598136	0.450939	0.318258	-0.166955	0.094611	0.370186	0.416256	0.264572	0.025465	0.708798	0.598553	0.335500	-0.182159	-0.039653	0.564782	0.532697	0.321612	-0.273784	0.084693
YML065W	70/JSY8	0.559346	0.398606	0.471611	-0.359656	0.013936	0.796741	0.652704	0.484511	0.135059	0.745923	0.615787	0.263523	-0.365936	-0.047021	0.725123	0.645783	0.247489	-0.372848	0.104665
YMR001C	08/AIC6	0.531608	0.428144	0.243148	-0.371489	0.171305	0.616863	0.362770	0.099766	0.320186	0.703240	0.533552	0.266811	-0.363661	0.189654	0.707927	0.125443	-0.034598	-0.374457	0.275144
YMR017W	58/HWR6	0.490274	0.341816	0.371928	-0.251395	0.200786	0.555574	0.242831	0.248698	0.189593	0.530770	0.238607	0.550121	-0.204505	0.256072	0.793677	0.144679	0.243926	-0.283520	0.312711
YMR125W	20/DSG7	0.341765	0.469665	-0.010090	-0.263703	0.082491	0.384018	0.708885	-0.052109	-0.031074	0.558234	0.728421	0.013590	-0.253235	-0.005072	0.590717	0.663669	-0.006010	-0.254358	-0.018508
YMR133W	56/FBX3	0.427544	0.438901	0.357771	-0.392996	0.424798	0.165898	0.464999	0.184695	0.179799	0.241860	0.248664	0.400714	-0.393776	0.167389	0.246046	0.312597	0.320311	-0.390156	0.012627
YMR198W	35/AQS8	0.498268	0.304909	0.551558	-0.032950	0.033244	0.743407	0.090367	0.630013	0.025245	0.534874	0.425442	0.256799	0.074071	0.015584	0.902112	0.135235	0.509202	-0.027120	-0.062929
YMR232W	55/KEO0	0.363511	0.412862	-0.207525	0.489672	0.507369	0.565298	0.296098	-0.261527	0.335761	0.560382	0.565157	-0.192792	0.309018	0.569050	0.450309	0.381704	-0.279194	0.539612	0.380424
YNL128W	32/UQG7	0.430100	0.308552	-0.173456	0.598466	0.573816	0.688154	0.334990	-0.167174	0.501994	0.387153	0.431520	-0.181456	0.588925	0.796907	0.470142	0.534189	-0.111528	0.839895	0.519751
YNL196C	13/RVO3	0.412594	0.349906	-0.399664	0.588187	0.489396	0.268607	0.254771	-0.399624	0.416785	0.184741	0.429115	-0.399668	0.753209	0.676319	0.331339	0.059996	-0.399699	0.828852	0.445661
YNL204C	83/TIO2	0.242210	0.185990	-0.290866	0.395907	0.366269	0.087390	0.078011	-0.270436	0.136914	0.077747	0.095826	-0.273056	0.616220	0.535995	0.237354	0.111800	-0.273578	0.332820	0.107498
YNL219C	15/BFY5	0.192703	0.342063	-0.203003	0.546181	0.405571	0.271334	0.165681	-0.249230	0.268221	0.003397	0.127256	-0.261923	0.375545	0.542801	0.329347	0.244916	-0.258872	0.460248	0.102475
YNL225C	30/SYG7	0.212567	0.096708	-0.084649	0.324920	0.415788	0.131080	0.108172	-0.045420	0.158002	0.304135	0.184678	-0.064455	0.378394	0.301593	0.156847	-0.040894	-0.069856	0.485444	0.036418
YNL270C	60/TCL0	0.155330	0.242424	-0.028742	0.557949	0.533569	0.283105	0.101039	4.287627	0.505124	0.155332	0.112643	-0.149126	0.423459	0.830284	0.059846	0.166330	0.107734	0.514868	0.537975
YNL318C	43/VQP8	0.211008	0.050395	-0.100650	0.397990	0.566431	0.305753	0.006006	-0.014986	0.323866	0.258393	-0.017711	-0.192124	0.128858	0.291095	0.137110	0.096083	0.043799	0.498589	0.118525
YNR034W	50/IDR7	0.174187	0.493182	0.043403	0.346659	0.352239	0.343090	0.432267	-0.097520	0.391860	0.008305	0.225143	0.153214	0.356196	0.332102	0.563035	0.229370	-0.092599	0.437087	0.307563
YOR033C	52/JFS3	0.472881	0.103309	-0.146744	0.366336	0.115595	0.248926	-0.057376	-0.072800	0.279840	0.215342	0.221164	-0.228337	0.536574	0.163681	0.412307	-0.027779	0.011206	0.319584	0.156620
YOL091W	17/TNM6	0.416013	0.493595	-0.047530	0.323363	0.179151	0.588297	0.469665	-0.120524	0.258510	0.328071	0.497180	-0.001334	0.308647	0.208625	0.290838	0.548560	-0.160926	0.509985	0.096856
YOL104C	41/WCP8	0.295643	0.547159	-0.043426	0.288038	0.182948	0.175379	0.795731	-0.059339	0.266514	0.508143	0.286111	0.005643	0.137511	0.306989	0.228071	0.803006	0.008354	0.508971	0.257855
YOR190W	64/AWU3	0.065640	0.481127	0.118913	0.144370	0.165167	0.030694	0.436259	-0.037462	0.256754	0.110392	0.312139	0.016093	0.218578	0.036464	0.001186	0.369932	0.060262	0.383970	0.116782
YOR242C	22/RXK8	0.453396	0.242572	-0.013848	0.509738	0.309967	0.164374	0.384211	0.077671	0.111805	0.660000	0.253417	-0.008901	0.429377	0.273057	0.069561	0.153869	0.157438	0.042214	-0.013402
YOR249C	35/TBS4	0.218426	0.310366	0.431455	0.193474	0.495885	0.071520	0.489776	0.267116	0.518107	0.324175	0.505106	0.695617	0.139614	0.432869	0.133898	0.740447	0.188662	0.300012	0.347666
YOR313C	64/FGP5	0.512810	0.442773	0.582894	0.006033	0.438240	0.307165	0.665785	0.277326	0.668848	0.677588	0.678209	0.663964	0.074149	0.521386	0.255511	1.005279	0.054372	-0.035636	0.403808
YOR339C	28/XQF4	0.227994	0.495308	0.225144	0.060243	0.477892	0.084151	0.556572	0.181017	0.451134	0.211829	0.207000	0.376092	0.173341	0.660016	0.229829	0.744621	0.196486	0.203759	0.590779
YOR355W	58/RLG3	0.168991	0.302036	0.059269	0.176387	0.290020	0.093253	0.390922	-0.053672	0.345519	0.052614	0.121510	0.057456	0.114767	0.313534	0.053332	0.498775	0.012546	0.095391	0.117248
YPL021W	28/UKX2	0.325377	0.416877	0.398734	0.353706	0.193162	0.210641	0.668341	0.521059	0.331753	0.395967	0.599527	0.252082	0.521740	0.313406	0.258271	0.578678	0.514680	0.076224	0.322354
YPL121C	72/QIE5	0.114852	0.463525	0.212897	0.390065	0.173531	-0.033269	0.603027	0.375714	0.352549	0.263018	0.346801	0.113084	0.294619	0.212345	-0.092679	0.588460	0.469802	0.395031	0.293325
YPL130W	61/PYF7	-0.048728	0.415536	0.520679	0.573301	0.481744	0.025413	0.609691	0.735906	0.677993	0.044214	0.557063	0.657597	0.255106	0.459530	0.088915	0.419220	0.767969	0.671609	0.629952
YPL178W	71/TAB4	0.079920	0.407173	0.350258	0.386126	0.558407	0.096812	0.305114	0.313989	0.565310	0.178972	0.172346	0.150502	0.132173	0.830721	0.192261	0.328633	0.250875	0.116504	0.591696
YPR007C	14/SMG8	-0.189853	0.326489	0.233104	0.550054	0.488026	-0.135901	0.512132	0.050496	0.645764	-0.151531	0.142482	0.306072	0.382792	0.679435	-0.093559	0.614499	0.046160	0.552421	0.640224
YPR120C	20/TKF5	-0.242080	0.441836	0.117129	0.555412	0.588961	-0.198657	0.652944	0.111168	0.680091	-0.202159	0.344815	0.145373	0.444694	0.748702	-0.208024	0.386704	0.230185	0.246121	0.955826
YDR513W	75/TTP4	-0.389970	0.402210	0.407699	0.596164	0.593238	-0.387092	0.507260	0.558286	0.746940	-0.387220	0.450504	0.249780	0.599733	0.353925	-0.391395	0.764574	0.371687	0.534826	0.687657
YGR088W	68/EEQ2	-0.361829	0.070296	0.144828	0.473876	0.452546	-0.367533	0.110971	0.103742	0.724262	-0.358517	0.161937	0.080591	0.523633	0.534119	-0.367670	0.261200	0.143609	0.200243	1.001387
YAL046C	42/TBN8	-0.045776	0.267672	0.490418	0.412765	0.471470	-0.095609	0.383959	0.214336	0.720421	0.045441	0.247614	0.626081	0.369420	0.391580	-0.181026	0.528143	0.174841	0.001896	0.851089
YNL048W	08/NYR6	0.159490	0.530560	-0.032857	0.140138	0.392168	-0.021981	0.217252	-0.008946	0.472576	0.156983	0.654755	0.006832	0.224283	0.638048	0.041665	0.374502	0.006779	0.240693	0.645738
YML129C	11/CUE8	0.072665	0.568267	-0.099909	0.347583	0.333913	-0.048072	0.381597	-0.025849	0.305410	0.170973	0.404430	-0.012217	0.258691	0.264955	-0.123726	0.257311	0.068953	0.151184	0.284239
YBR139W	12/GJE2	0.149225	0.313070	-0.061682	0.205963	0.290319	0.165105	0.149325	-0.054524	0.479562	0.218601	0.183332	-0.045147	0.084579	0.196627	0.001908	0.086735	-0.149842	0.087187	0.380978
YHR113W	05/JAF8	0.033794	0.354851	-0.008066	0.186796	0.546881	-0.068006	0.164108	-0.126264	0.754342	-0.091072	0.404140	-0.021194	0.283254	0.422591	-0.166891	0.340419	-0.050488	0.505532	1.121510
YAL062W	15/RYK3	-0.138203	0.595312	0.317708	0.252405	0.263108	-0.120775	0.326083	0.093553	0.064111	-0.066007	0.292804	0.531598	0.111838	0.409785	-0.181391	0.268331	0.042570	0.389983	0.176906
YHR059W	28/ESP2	-0.137132	0.444866	0.409983	0.056755	0.370661	-0.225076	0.185945	0.149332	0.193217	-0.190310	0.201727	0.630822	0.068427	0.572000	-0.181648	0.324016	0.156555	0.094136	0.364048
YIR028W	04/VJH6	-0.211401	0.561705	0.384409	0.066445	0.383356	-0.274754	0.381963	0.125449	0.452403	-0.177639	0.503271	0.322418	-0.061012	0.238995	-0.248654	0.162962	0.131713	0.304696	0.466019
YJL142C	55/NAM0	-0.097741	0.381132	0.593840	0.152838	0.560081	-0.027025	0.612303	0.873200	0.333376	-0.126925	0.208612	0.373799	0.068781	0.567831	0.079454	0.337125	1.020893	0.081020	0.166729
YBL090W	16/OHY4	-0.012410	0.497552	0.546417	-0.344874	0.572944	-0.128855	0.563533	0.680582	0.556103	-7.957177	0.662386	0.801286	-0.334172	0.518758	-0.160418	0.278347	1.024125	-0.345170	0.633825
YIL077C	15/HVN6	0.017151	0.076262	0.374903	0.213212	0.501324	0.121968	-0.020934	0.402292	0.243109	-0.097555	0.179029	0.242300	0.095949	0.635056	0.228459	0.035302	0.635850	0.303647	0.201942
YGR121C	54/XYG4	0.302959	0.508889	0.473831	-0.090451	0.347696	0.477925	0.251059	0.399368	0.537283	0.116209	0.731328	0.473086	-0.121967	0.208781	0.391516	0.252161	0.489547	0.059062	0.722381
YIR015W	85/DJL8	0.541902	0.031182	0.251502	0.467444	0.569222	0.662813	-0.037689	0.320981	0.537773	0.412261	0.033572	0.216427	0.209693	0.484433	0.543843	-0.090077	0.162041	0.228056	0.663555
YAL032C	87/AOP1	0.379258	0.151048	0.560683	0.271302	0.512704	0.458886	-0.030251	0.292644	0.623118	0.454497	0.213205	0.529919	0.116148	0.744353	0.665877	0.011313	0.142276	0.178061	0.457268
YGR268C	05/QYK8	0.503776	0.223917	0.186294	0.518903	0.576439	0.353691	0.231599	0.205444	0.576880	0.521065	0.353144	0.196360	0.640464	0.731944	0.405027	0.084861	0.076517	0.334506	0.591165
YGR205W	76/GEB3	0.380832	-0.039018	0.174445	0.277808	0.230895	0.253628	-0.059770	0.182730	0.419407	0.505614	0.029152	0.074569	0.477091	0.126772	0.130230	0.013722	0.244799	0.110095	0.322546
YDR177W	64/SPO0	0.165137	0.138026	0.095191	0.269203	0.307521	0.135004	0.002009	0.202091	0.161907	0.239511	0.202701	-0.012359	0.125739	0.128590	0.059951	0.088260	0.285686	0.048518	0.263550
YDR424C	57/SEW5	0.544312	0.136908	0.296232	0.568260	0.246372	0.750189	-0.022804	0.398055	0.056699	0.263330	0.023569	0.252668	0.679317	0.202328	1.056286	-0.051237	0.574003	0.387895	-0.066879
YKL169C	36/JQJ7	0.359909	0.219567	0.443499	0.505906	0.259720	0.588059	0.184615	0.522219	0.413851	0.122981	0.020645	0.381982	0.665019	0.111114	0.875636	0.331599	0.679612	0.313840	0.300277
YDR171W	33/DMH0	0.429468	0.306082	0.460116	0.455340	0.185382	0.641007	0.347492	0.335757	0.082142	0.424470	0.300013	0.670935	0.372274	0.222518	0.972447	0.462643	0.529292	0.626987	0.169180
YER143W	07/QPK1	0.452713	0.074690	0.410579	0.435900	0.370909	0.620297	0.103449	0.645643	0.221184	0.298754	-0.053642	0.333119	0.155868	0.505319	0.848240	-0.015283	0.959602	0.173778	0.093982
YHR104W	43/DLQ4	0.294999	0.094228	0.318635	0.279274	0.056452	0.297448	0.190245	0.436783	0.158875	0.103510	0.248359	0.310179	0.231283	-0.085269	0.505058	0.033924	0.658611	0.598198	0.327378
YAR019C	83/UCD3	0.307558	-0.045456	0.336087	0.357561	-0.042120	0.281274	-0.064407	0.376167	-0.042552	0.190203	-0.092789	0.418896	0.444127	-0.037830	0.492048	-0.063690	0.375494	0.379321	-0.133585
YGL153W	20/UPE5	0.488409	0.370574	0.107519	0.544653	0.491022	0.550429	0.404856	0.207524	0.556727	0.697611	0.359382	0.088204	0.636997	0.367433	0.820278	0.553019	0.279260	0.446085	0.262986
YIR036C	75/OGM8	0.495245	0.405353	0.266084	0.232804	0.485745	0.467990	0.410160	0.223520	0.388953	0.737179	0.627090	0.082341	0.403095	0.232553	0.574221	0.154284	0.033657	0.085048	0.233216
